,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
2269,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Kim A.,1,432,6.0,4.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Alami K.,El Aynaoui Y.,33,22,6.0,3.0,6.0,4.0,3.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Hantschk M.,41,92,6.0,3.0,6.0,0.0,4.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Kuerten G.,102,2,4.0,6.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Ulihrach B.,53,82,2.0,6.0,7.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Black B.,Dent T.,29,196,7.0,6.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Blanco G.,Rafter P.,114,20,7.0,6.0,2.0,6.0,6.0,3.0,1.0,6.0,7.0,6.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Boutter J.,Huet S.,101,98,7.0,6.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Sanguinetti D.,72,99,7.0,5.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Chang M.,Levy H.,25,68,6.0,2.0,3.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Gaudio G.,37,26,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Corretja A.,Srichaphan P.,8,85,7.0,6.0,6.0,0.0,6.0,0.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Roddick A.,24,338,6.0,3.0,6.0,7.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,di Pasquale A.,Kauffmann C.,63,311,6.0,4.0,6.0,4.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Dosedel S.,Clavet F.,50,46,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Enqvist T.,Puerta M.,5,18,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Wessels P.,40,89,4.0,6.0,4.0,6.0,6.0,3.0,7.0,5.0,3.0,4.0,2.0,2.0,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Ilie A.,21,51,6.0,3.0,2.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Meligeni F.,12,122,6.0,3.0,6.0,4.0,3.0,6.0,7.0,5.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Fromberg R.,Bastl G.,84,74,4.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Fish M.,27,348,5.0,7.0,5.0,7.0,6.0,4.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Gimelstob J.,Rochus C.,88,80,3.0,6.0,6.0,3.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Golmard J.,Black W.,48,118,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Mamiit C.,128,115,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Kim K.,28,157,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Gumy H.,Russell M.,96,181,4.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Delgado J.,38,216,6.0,3.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Vicente F.,11,44,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Vinciguerra A.,9,43,2.0,6.0,7.0,5.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Ivanisevic G.,36,77,3.0,6.0,6.0,0.0,6.0,1.0,6.0,0.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Ljubicic I.,91,87,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Stanoytchev O.,6,116,6.0,7.0,1.0,6.0,6.0,3.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Gaudenzi A.,14,103,7.0,5.0,6.0,4.0,0.0,6.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Knippschild J.,Cowan B.,126,174,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Chela J.I.,45,56,4.0,6.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Krajicek R.,Rochus O.,23,110,6.0,7.0,6.0,1.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Kralert P.,Sanchez D.,212,93,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Bryan B.,16,129,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Tarango J.,182,76,6.0,3.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Prinosil D.,159,59,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Martin T.,Spadea V.,32,119,6.0,4.0,6.0,1.0,1.0,6.0,6.0,2.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Kucera K.,57,42,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Tillstrom M.,55,61,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Nestor D.,Santoro F.,307,31,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Norman M.,Goldstein P.,3,78,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Martin A.,39,62,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,King P.,35,312,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Portas A.,15,70,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Pioline C.,Sargsian S.,10,71,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Popp A.,Vanek J.,83,79,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Pozzi G.,Ruud C.,49,142,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Rios M.,Massu N.,19,64,6.0,3.0,7.0,5.0,1.0,6.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Rosset M.,Vinck C.,30,121,6.0,4.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Rusedski G.,Gustafsson M.,34,52,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Sa A.,Kratochvil M.,86,151,3.0,6.0,6.0,4.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Guardiola T.,7,141,7.0,5.0,6.0,7.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Damm M.,4,69,7.0,6.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Saulnier C.,Savolt A.,137,169,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Burgsmuller L.,58,203,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Lareau S.,67,125,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Squillari F.,Marin J.A.,13,95,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Stoltenberg J.,Siemerink J.,75,134,6.0,0.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Voinea A.,Hipfl M.,90,105,7.0,5.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Woodruff C.,van Lottum J.,65,127,6.0,2.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Arazi H.,Ferreira W.,41,21,6.0,3.0,6.0,3.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Arthurs W.,Stoltenberg J.,102,75,2.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Calleri A.,Kralert P.,72,212,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Agassi A.,37,1,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Corretja A.,Rosset M.,8,30,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Enqvist T.,Woodruff C.,5,65,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Nestor D.,40,307,6.0,1.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Gumy H.,12,96,1.0,6.0,6.0,3.0,6.0,7.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Fromberg R.,Malisse X.,84,159,7.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Gambill J.M.,Philippoussis M.,27,15,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Golmard J.,Lapentti N.,48,16,7.0,6.0,6.0,0.0,2.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Koubek S.,28,45,6.0,2.0,6.0,2.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Henman T.,Gonzalez F.,11,128,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Boutter J.,9,101,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Alami K.,36,33,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson T.,Blanco G.,91,114,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Popp A.,6,83,6.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Kiefer N.,Bjorkman J.,14,53,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Krajicek R.,Sa A.,23,86,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Lee H.T.,Squillari F.,182,13,7.0,6.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Chang M.,32,25,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Mirnyi M.,Costa A.,57,24,6.0,4.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Dosedel S.,55,50,6.0,3.0,4.0,6.0,7.0,5.0,6.0,2.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Norman M.,Saulnier C.,3,137,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Black B.,39,29,2.0,6.0,6.0,3.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Pavel A.,di Pasquale A.,35,63,6.0,7.0,6.0,1.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Pioline C.,Rusedski G.,10,34,6.0,7.0,3.0,6.0,6.0,4.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Rios M.,Knippschild J.,19,126,4.0,6.0,6.0,4.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Pozzi G.,7,49,6.0,3.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Sampras P.,Gimelstob J.,4,88,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Schalken S.,Voinea A.,58,90,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Schuettler R.,Haas T.,67,38,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Arthurs W.,Fromberg R.,102,84,7.0,6.0,1.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Arazi H.,37,41,4.0,6.0,6.0,2.0,6.0,3.0,4.0,6.0,1.0,0.0,2.0,2.0,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Enqvist T.,Rios M.,5,19,7.0,5.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrero J.C.,Federer R.,12,40,7.0,5.0,7.0,6.0,1.0,6.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Novak J.,9,39,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Kafelnikov Y.,36,6,6.0,4.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,52,New York,US Open,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Johansson T.,Gambill J.M.,91,27,3.0,6.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
